fecha,tipo_ingreso,linea,ingreso
2022-03-23,QR/Validación,Línea 4,0
2022-03-23,QR/Validación,Línea 5,0
2022-03-23,QR/Validación,Línea 6,0
2022-03-23,QR/Validación,Línea 7,0
2022-03-23,QR/Validación,Línea 8,0
2022-03-23,QR/Validación,Línea 9,12845
2022-03-23,QR/Validación,Línea A,0
2022-03-23,QR/Validación,Línea B,0
2022-03-23,QR/Validación,Línea 12,
2022-03-24,Boletos,Línea 1,783925
2022-03-24,Boletos,Línea 2,790215
2022-03-24,Boletos,Línea 3,638160
2022-03-24,Boletos,Línea 4,121325
2022-03-24,Boletos,Línea 5,272425
2022-03-24,Boletos,Línea 6,134575
2022-03-24,Boletos,Línea 7,295575
2022-03-24,Boletos,Línea 8,456600
2022-03-24,Boletos,Línea 9,317750
2022-03-24,Boletos,Línea A,386950
2022-03-24,Boletos,Línea B,596410
2022-03-24,Boletos,Línea 12,0
2022-03-24,Recargas,Línea 1,1223786.1
2022-03-24,Recargas,Línea 2,1522861
2022-03-24,Recargas,Línea 3,1442322.2
2022-03-24,Recargas,Línea 4,150293
2022-03-24,Recargas,Línea 5,430642.4
2022-03-24,Recargas,Línea 6,245988.3
2022-03-24,Recargas,Línea 7,715927.1
2022-03-24,Recargas,Línea 8,966591.6
2022-03-24,Recargas,Línea 9,763293.5
2022-03-24,Recargas,Línea A,632763
2022-03-24,Recargas,Línea B,1040840.8
2022-03-24,Recargas,Línea 12,0
2022-03-24,Tarjetas,Línea 1,11535
2022-03-24,Tarjetas,Línea 2,11325
2022-03-24,Tarjetas,Línea 3,13695
2022-03-24,Tarjetas,Línea 4,615
2022-03-24,Tarjetas,Línea 5,4440
2022-03-24,Tarjetas,Línea 6,1980
2022-03-24,Tarjetas,Línea 7,4665
2022-03-24,Tarjetas,Línea 8,7560
2022-03-24,Tarjetas,Línea 9,4425
2022-03-24,Tarjetas,Línea A,4470
2022-03-24,Tarjetas,Línea B,7935
2022-03-24,Tarjetas,Línea 12,
2022-03-24,QR/Validación,Línea 1,0
2022-03-24,QR/Validación,Línea 2,0
2022-03-24,QR/Validación,Línea 3,0
2022-03-24,QR/Validación,Línea 4,0
2022-03-24,QR/Validación,Línea 5,0
2022-03-24,QR/Validación,Línea 6,0
2022-03-24,QR/Validación,Línea 7,0
2022-03-24,QR/Validación,Línea 8,0
2022-03-24,QR/Validación,Línea 9,13365
2022-03-24,QR/Validación,Línea A,0
2022-03-24,QR/Validación,Línea B,0
2022-03-24,QR/Validación,Línea 12,
2022-03-25,Boletos,Línea 1,884475
2022-03-25,Boletos,Línea 2,863425
2022-03-25,Boletos,Línea 3,687565
2022-03-25,Boletos,Línea 4,124525
2022-03-25,Boletos,Línea 5,282350
2022-03-25,Boletos,Línea 6,136000
2022-03-25,Boletos,Línea 7,320225
2022-03-25,Boletos,Línea 8,476465
2022-03-25,Boletos,Línea 9,335500
2022-03-25,Boletos,Línea A,399350
2022-03-25,Boletos,Línea B,639150
2022-03-25,Boletos,Línea 12,0
2022-03-25,Recargas,Línea 1,1308583.5
2022-03-25,Recargas,Línea 2,1575653.3
2022-03-25,Recargas,Línea 3,1513907.6
2022-03-25,Recargas,Línea 4,159369
2022-03-25,Recargas,Línea 5,414726.5
2022-03-25,Recargas,Línea 6,275338.1
2022-03-25,Recargas,Línea 7,797230
2022-03-25,Recargas,Línea 8,1008647
2022-03-25,Recargas,Línea 9,750223
2022-03-25,Recargas,Línea A,589996.8
2022-03-25,Recargas,Línea B,999247.2
2022-03-25,Recargas,Línea 12,0
2022-03-25,Tarjetas,Línea 1,9360
2022-03-25,Tarjetas,Línea 2,13425
2022-03-25,Tarjetas,Línea 3,10200
2022-03-25,Tarjetas,Línea 4,720
2022-03-25,Tarjetas,Línea 5,3240
2022-03-25,Tarjetas,Línea 6,1500
2022-03-25,Tarjetas,Línea 7,4950
2022-03-25,Tarjetas,Línea 8,6075
2022-03-25,Tarjetas,Línea 9,4275
2022-03-25,Tarjetas,Línea A,3945
2022-03-25,Tarjetas,Línea B,6075
2022-03-25,Tarjetas,Línea 12,
2022-03-25,QR/Validación,Línea 1,0
2022-03-25,QR/Validación,Línea 2,0
2022-03-25,QR/Validación,Línea 3,0
2022-03-25,QR/Validación,Línea 4,0
2022-03-25,QR/Validación,Línea 5,0
2022-03-25,QR/Validación,Línea 6,0
2022-03-25,QR/Validación,Línea 7,0
2022-03-25,QR/Validación,Línea 8,0
2022-03-25,QR/Validación,Línea 9,12355
2022-03-25,QR/Validación,Línea A,0
2022-03-25,QR/Validación,Línea B,0
2022-03-25,QR/Validación,Línea 12,
2022-03-26,Boletos,Línea 1,890800
2022-03-26,Boletos,Línea 2,886725
2022-03-26,Boletos,Línea 3,615825
2022-03-26,Boletos,Línea 4,120175
2022-03-26,Boletos,Línea 5,270200
2022-03-26,Boletos,Línea 6,111675
2022-03-26,Boletos,Línea 7,273900
2022-03-26,Boletos,Línea 8,454435
2022-03-26,Boletos,Línea 9,314550
2022-03-26,Boletos,Línea A,362650
2022-03-26,Boletos,Línea B,622625
2022-03-26,Boletos,Línea 12,0
2022-03-26,Recargas,Línea 1,1267821.3
2022-03-26,Recargas,Línea 2,1501192.95
2022-03-26,Recargas,Línea 3,1328283.65
2022-03-26,Recargas,Línea 4,152633
2022-03-26,Recargas,Línea 5,412658
2022-03-26,Recargas,Línea 6,216506.7
2022-03-26,Recargas,Línea 7,679277.5
2022-03-26,Recargas,Línea 8,952441.4
2022-03-26,Recargas,Línea 9,692441.6
2022-03-26,Recargas,Línea A,534838
2022-03-26,Recargas,Línea B,892721.9
2022-03-26,Recargas,Línea 12,0
2022-03-26,Tarjetas,Línea 1,8535
2022-03-26,Tarjetas,Línea 2,12330
2022-03-26,Tarjetas,Línea 3,9165
2022-03-26,Tarjetas,Línea 4,690
2022-03-26,Tarjetas,Línea 5,2850
2022-03-26,Tarjetas,Línea 6,1410
2022-03-26,Tarjetas,Línea 7,4620
2022-03-26,Tarjetas,Línea 8,5055
2022-03-26,Tarjetas,Línea 9,4395
2022-03-26,Tarjetas,Línea A,3165
2022-03-26,Tarjetas,Línea B,6195
2022-03-26,Tarjetas,Línea 12,
2022-03-26,QR/Validación,Línea 1,0
2022-03-26,QR/Validación,Línea 2,0
2022-03-26,QR/Validación,Línea 3,0
2022-03-26,QR/Validación,Línea 4,0
2022-03-26,QR/Validación,Línea 5,0
2022-03-26,QR/Validación,Línea 6,0
2022-03-26,QR/Validación,Línea 7,0
2022-03-26,QR/Validación,Línea 8,0
2022-03-26,QR/Validación,Línea 9,9665
2022-03-26,QR/Validación,Línea A,0
2022-03-26,QR/Validación,Línea B,0
2022-03-26,QR/Validación,Línea 12,
2022-03-27,Boletos,Línea 1,599275
2022-03-27,Boletos,Línea 2,533300
2022-03-27,Boletos,Línea 3,382975
2022-03-27,Boletos,Línea 4,76400
2022-03-27,Boletos,Línea 5,203575
2022-03-27,Boletos,Línea 6,74675
2022-03-27,Boletos,Línea 7,165875
2022-03-27,Boletos,Línea 8,277300
2022-03-27,Boletos,Línea 9,169400
2022-03-27,Boletos,Línea A,247900
2022-03-27,Boletos,Línea B,432020
2022-03-27,Boletos,Línea 12,0
2022-03-27,Recargas,Línea 1,809883
2022-03-27,Recargas,Línea 2,941445
2022-03-27,Recargas,Línea 3,786330
2022-03-27,Recargas,Línea 4,80675
2022-03-27,Recargas,Línea 5,280590
2022-03-27,Recargas,Línea 6,120978
2022-03-27,Recargas,Línea 7,319098
2022-03-27,Recargas,Línea 8,585877
2022-03-27,Recargas,Línea 9,421370
2022-03-27,Recargas,Línea A,387083
2022-03-27,Recargas,Línea B,717110
2022-03-27,Recargas,Línea 12,0
2022-03-27,Tarjetas,Línea 1,7710
2022-03-27,Tarjetas,Línea 2,8940
2022-03-27,Tarjetas,Línea 3,7290
2022-03-27,Tarjetas,Línea 4,405
2022-03-27,Tarjetas,Línea 5,2880
2022-03-27,Tarjetas,Línea 6,1365
2022-03-27,Tarjetas,Línea 7,3000
2022-03-27,Tarjetas,Línea 8,4350
2022-03-27,Tarjetas,Línea 9,3045
2022-03-27,Tarjetas,Línea A,2685
2022-03-27,Tarjetas,Línea B,4680
2022-03-27,Tarjetas,Línea 12,
2022-03-27,QR/Validación,Línea 1,0
2022-03-27,QR/Validación,Línea 2,0
2022-03-27,QR/Validación,Línea 3,0
2022-03-27,QR/Validación,Línea 4,0
2022-03-27,QR/Validación,Línea 5,0
2022-03-27,QR/Validación,Línea 6,0
2022-03-27,QR/Validación,Línea 7,0
2022-03-27,QR/Validación,Línea 8,0
2022-03-27,QR/Validación,Línea 9,6335
2022-03-27,QR/Validación,Línea A,0
2022-03-27,QR/Validación,Línea B,0
2022-03-27,QR/Validación,Línea 12,
2022-03-28,Boletos,Línea 1,877675
2022-03-28,Boletos,Línea 2,828475
2022-03-28,Boletos,Línea 3,701065
2022-03-28,Boletos,Línea 4,126175
2022-03-28,Boletos,Línea 5,316175
2022-03-28,Boletos,Línea 6,146275
2022-03-28,Boletos,Línea 7,327300
2022-03-28,Boletos,Línea 8,479850
2022-03-28,Boletos,Línea 9,315025
2022-03-28,Boletos,Línea A,421475
2022-03-28,Boletos,Línea B,647740
2022-03-28,Boletos,Línea 12,0
2022-03-28,Recargas,Línea 1,1527244.7
2022-03-28,Recargas,Línea 2,1821109.9
2022-03-28,Recargas,Línea 3,1815475
2022-03-28,Recargas,Línea 4,217013
2022-03-28,Recargas,Línea 5,583309.5
2022-03-28,Recargas,Línea 6,380469
2022-03-28,Recargas,Línea 7,893779
2022-03-28,Recargas,Línea 8,1226345.5
2022-03-28,Recargas,Línea 9,822549.6
2022-03-28,Recargas,Línea A,793724.4
2022-03-28,Recargas,Línea B,1272498.4
2022-03-28,Recargas,Línea 12,0
2022-03-28,Tarjetas,Línea 1,9795
2022-03-28,Tarjetas,Línea 2,11490
2022-03-28,Tarjetas,Línea 3,9075
2022-03-28,Tarjetas,Línea 4,870
2022-03-28,Tarjetas,Línea 5,4020
2022-03-28,Tarjetas,Línea 6,1695
2022-03-28,Tarjetas,Línea 7,5025
2022-03-28,Tarjetas,Línea 8,4425
2022-03-28,Tarjetas,Línea 9,4965
2022-03-28,Tarjetas,Línea A,4080
2022-03-28,Tarjetas,Línea B,6360
2022-03-28,Tarjetas,Línea 12,
2022-03-28,QR/Validación,Línea 1,0
2022-03-28,QR/Validación,Línea 2,0
2022-03-28,QR/Validación,Línea 3,0
2022-03-28,QR/Validación,Línea 4,0
2022-03-28,QR/Validación,Línea 5,0
2022-03-28,QR/Validación,Línea 6,0
2022-03-28,QR/Validación,Línea 7,0
2022-03-28,QR/Validación,Línea 8,0
2022-03-28,QR/Validación,Línea 9,10805
2022-03-28,QR/Validación,Línea A,0
2022-03-28,QR/Validación,Línea B,0
2022-03-28,QR/Validación,Línea 12,
2022-03-29,Boletos,Línea 1,778650
2022-03-29,Boletos,Línea 2,770775
2022-03-29,Boletos,Línea 3,634745
2022-03-29,Boletos,Línea 4,117125
2022-03-29,Boletos,Línea 5,291650
2022-03-29,Boletos,Línea 6,135800
2022-03-29,Boletos,Línea 7,288975
2022-03-29,Boletos,Línea 8,444685
2022-03-29,Boletos,Línea 9,300475
2022-03-29,Boletos,Línea A,385725
2022-03-29,Boletos,Línea B,563020
2022-03-29,Boletos,Línea 12,0
2022-03-29,Recargas,Línea 1,1353219.3
2022-03-29,Recargas,Línea 2,1609712.8
2022-03-29,Recargas,Línea 3,1671651.6
2022-03-29,Recargas,Línea 4,164635
2022-03-29,Recargas,Línea 5,512785.6
2022-03-29,Recargas,Línea 6,306258
2022-03-29,Recargas,Línea 7,878445.3
2022-03-29,Recargas,Línea 8,1034051.7
2022-03-29,Recargas,Línea 9,841588.5
2022-03-29,Recargas,Línea A,693282.2
2022-03-29,Recargas,Línea B,1095630
2022-03-29,Recargas,Línea 12,0
2022-03-29,Tarjetas,Línea 1,6255
2022-03-29,Tarjetas,Línea 2,10605
2022-03-29,Tarjetas,Línea 3,8205
2022-03-29,Tarjetas,Línea 4,885
2022-03-29,Tarjetas,Línea 5,2925
2022-03-29,Tarjetas,Línea 6,1320
2022-03-29,Tarjetas,Línea 7,4140
2022-03-29,Tarjetas,Línea 8,3945
2022-03-29,Tarjetas,Línea 9,4290
2022-03-29,Tarjetas,Línea A,3570
2022-03-29,Tarjetas,Línea B,5145
2022-03-29,Tarjetas,Línea 12,
2022-03-29,QR/Validación,Línea 1,0
2022-03-29,QR/Validación,Línea 2,0
2022-03-29,QR/Validación,Línea 3,0
2022-03-29,QR/Validación,Línea 4,0
2022-03-29,QR/Validación,Línea 5,0
2022-03-29,QR/Validación,Línea 6,0
2022-03-29,QR/Validación,Línea 7,0
2022-03-29,QR/Validación,Línea 8,0
2022-03-29,QR/Validación,Línea 9,12395
2022-03-29,QR/Validación,Línea A,0
2022-03-29,QR/Validación,Línea B,0
2022-03-29,QR/Validación,Línea 12,
2022-03-30,Boletos,Línea 1,827200
2022-03-30,Boletos,Línea 2,827450
2022-03-30,Boletos,Línea 3,671255
2022-03-30,Boletos,Línea 4,124000
2022-03-30,Boletos,Línea 5,300500
2022-03-30,Boletos,Línea 6,144105
2022-03-30,Boletos,Línea 7,315550
2022-03-30,Boletos,Línea 8,486465
2022-03-30,Boletos,Línea 9,331450
2022-03-30,Boletos,Línea A,410725
2022-03-30,Boletos,Línea B,628420
2022-03-30,Boletos,Línea 12,0
2022-03-30,Recargas,Línea 1,1392901.2
2022-03-30,Recargas,Línea 2,1720364
2022-03-30,Recargas,Línea 3,1611062
2022-03-30,Recargas,Línea 4,170389
2022-03-30,Recargas,Línea 5,496653
2022-03-30,Recargas,Línea 6,291819
2022-03-30,Recargas,Línea 7,823393.9
2022-03-30,Recargas,Línea 8,1001702.7
2022-03-30,Recargas,Línea 9,831753.5
2022-03-30,Recargas,Línea A,633481
2022-03-30,Recargas,Línea B,1073978.7
2022-03-30,Recargas,Línea 12,0
2022-03-30,Tarjetas,Línea 1,9330
2022-03-30,Tarjetas,Línea 2,12600
2022-03-30,Tarjetas,Línea 3,9690
2022-03-30,Tarjetas,Línea 4,840
2022-03-30,Tarjetas,Línea 5,4440
2022-03-30,Tarjetas,Línea 6,2100
2022-03-30,Tarjetas,Línea 7,4785
2022-03-30,Tarjetas,Línea 8,5610
2022-03-30,Tarjetas,Línea 9,4095
2022-03-30,Tarjetas,Línea A,3330
2022-03-30,Tarjetas,Línea B,6465
2022-03-30,Tarjetas,Línea 12,
2022-03-30,QR/Validación,Línea 1,0
2022-03-30,QR/Validación,Línea 2,0
2022-03-30,QR/Validación,Línea 3,0
2022-03-30,QR/Validación,Línea 4,0
2022-03-30,QR/Validación,Línea 5,0
2022-03-30,QR/Validación,Línea 6,0
2022-03-30,QR/Validación,Línea 7,0
2022-03-30,QR/Validación,Línea 8,0
2022-03-30,QR/Validación,Línea 9,13595
2022-03-30,QR/Validación,Línea A,0
2022-03-30,QR/Validación,Línea B,0
2022-03-30,QR/Validación,Línea 12,
2022-03-31,Boletos,Línea 1,820850
2022-03-31,Boletos,Línea 2,818125
2022-03-31,Boletos,Línea 3,652980
2022-03-31,Boletos,Línea 4,120825
2022-03-31,Boletos,Línea 5,306200
2022-03-31,Boletos,Línea 6,143370
2022-03-31,Boletos,Línea 7,313750
2022-03-31,Boletos,Línea 8,477600
2022-03-31,Boletos,Línea 9,321150
2022-03-31,Boletos,Línea A,389725
2022-03-31,Boletos,Línea B,617925
2022-03-31,Boletos,Línea 12,0
2022-03-31,Recargas,Línea 1,1458465.4
2022-03-31,Recargas,Línea 2,1715941.8
2022-03-31,Recargas,Línea 3,1696334.9
2022-03-31,Recargas,Línea 4,170495
2022-03-31,Recargas,Línea 5,516630.2
2022-03-31,Recargas,Línea 6,308633
2022-03-31,Recargas,Línea 7,919133.7
2022-03-31,Recargas,Línea 8,1075934.4
2022-03-31,Recargas,Línea 9,881124.9
2022-03-31,Recargas,Línea A,683535
2022-03-31,Recargas,Línea B,1173492.7
2022-03-31,Recargas,Línea 12,0
2022-03-31,Tarjetas,Línea 1,8220
2022-03-31,Tarjetas,Línea 2,10095
2022-03-31,Tarjetas,Línea 3,10230
2022-03-31,Tarjetas,Línea 4,750
2022-03-31,Tarjetas,Línea 5,2775
2022-03-31,Tarjetas,Línea 6,1650
2022-03-31,Tarjetas,Línea 7,4635
2022-03-31,Tarjetas,Línea 8,5280
2022-03-31,Tarjetas,Línea 9,4800
2022-03-31,Tarjetas,Línea A,3240
2022-03-31,Tarjetas,Línea B,5445
2022-03-31,Tarjetas,Línea 12,
2022-03-31,QR/Validación,Línea 1,0
2022-03-31,QR/Validación,Línea 2,0
2022-03-31,QR/Validación,Línea 3,0
2022-03-31,QR/Validación,Línea 4,0
2022-03-31,QR/Validación,Línea 5,0
2022-03-31,QR/Validación,Línea 6,0
2022-03-31,QR/Validación,Línea 7,0
2022-03-31,QR/Validación,Línea 8,0
2022-03-31,QR/Validación,Línea 9,12705
2022-03-31,QR/Validación,Línea A,0
2022-03-31,QR/Validación,Línea B,0
2022-03-31,QR/Validación,Línea 12,
2022-04-01,Boletos,Línea 1,900400
2022-04-01,Boletos,Línea 2,886425
2022-04-01,Boletos,Línea 3,712925
2022-04-01,Boletos,Línea 4,128600
2022-04-01,Boletos,Línea 5,315050
2022-04-01,Boletos,Línea 6,145000
2022-04-01,Boletos,Línea 7,331975
2022-04-01,Boletos,Línea 8,496405
2022-04-01,Boletos,Línea 9,323850
2022-04-01,Boletos,Línea A,410800
2022-04-01,Boletos,Línea B,654825
2022-04-01,Boletos,Línea 12,0
2022-04-01,Recargas,Línea 1,1467041.1
2022-04-01,Recargas,Línea 2,1715112.7
2022-04-01,Recargas,Línea 3,1718850.3
2022-04-01,Recargas,Línea 4,182254
2022-04-01,Recargas,Línea 5,526742.2
2022-04-01,Recargas,Línea 6,325990
2022-04-01,Recargas,Línea 7,926620.4
2022-04-01,Recargas,Línea 8,1160412.9
2022-04-01,Recargas,Línea 9,875721.6
2022-04-01,Recargas,Línea A,700568.8
2022-04-01,Recargas,Línea B,1146047
2022-04-01,Recargas,Línea 12,0
2022-04-01,Tarjetas,Línea 1,8250
2022-04-01,Tarjetas,Línea 2,10335
2022-04-01,Tarjetas,Línea 3,10530
2022-04-01,Tarjetas,Línea 4,810
2022-04-01,Tarjetas,Línea 5,1950
2022-04-01,Tarjetas,Línea 6,1710
2022-04-01,Tarjetas,Línea 7,3975
2022-04-01,Tarjetas,Línea 8,5820
2022-04-01,Tarjetas,Línea 9,4185
2022-04-01,Tarjetas,Línea A,3960
2022-04-01,Tarjetas,Línea B,5175
2022-04-01,Tarjetas,Línea 12,0
2022-04-01,QR/Validación,Línea 1,0
2022-04-01,QR/Validación,Línea 2,0
2022-04-01,QR/Validación,Línea 3,0
2022-04-01,QR/Validación,Línea 4,0
2022-04-01,QR/Validación,Línea 5,0
2022-04-01,QR/Validación,Línea 6,0
2022-04-01,QR/Validación,Línea 7,0
2022-04-01,QR/Validación,Línea 8,0
2022-04-01,QR/Validación,Línea 9,12885
2022-04-01,QR/Validación,Línea A,0
2022-04-01,QR/Validación,Línea B,0
2022-04-01,QR/Validación,Línea 12,0
2022-04-02,Boletos,Línea 1,925450
2022-04-02,Boletos,Línea 2,903400
2022-04-02,Boletos,Línea 3,624410
2022-04-02,Boletos,Línea 4,129025
2022-04-02,Boletos,Línea 5,272050
2022-04-02,Boletos,Línea 6,118500
2022-04-02,Boletos,Línea 7,274325
2022-04-02,Boletos,Línea 8,453665
2022-04-02,Boletos,Línea 9,298700
2022-04-02,Boletos,Línea A,367475
2022-04-02,Boletos,Línea B,643950
2022-04-02,Boletos,Línea 12,0
2022-04-02,Recargas,Línea 1,1360378.9
2022-04-02,Recargas,Línea 2,1726131.3
2022-04-02,Recargas,Línea 3,1397933
2022-04-02,Recargas,Línea 4,153447
2022-04-02,Recargas,Línea 5,430250
2022-04-02,Recargas,Línea 6,227459
2022-04-02,Recargas,Línea 7,730318.2
2022-04-02,Recargas,Línea 8,1001696.3
2022-04-02,Recargas,Línea 9,749140.3
2022-04-02,Recargas,Línea A,600986
2022-04-02,Recargas,Línea B,985376
2022-04-02,Recargas,Línea 12,0
2022-04-02,Tarjetas,Línea 1,6000
2022-04-02,Tarjetas,Línea 2,7770
2022-04-02,Tarjetas,Línea 3,8385
2022-04-02,Tarjetas,Línea 4,675
2022-04-02,Tarjetas,Línea 5,1095
2022-04-02,Tarjetas,Línea 6,1245
2022-04-02,Tarjetas,Línea 7,3600
2022-04-02,Tarjetas,Línea 8,4905
2022-04-02,Tarjetas,Línea 9,3705
2022-04-02,Tarjetas,Línea A,2010
2022-04-02,Tarjetas,Línea B,4230
2022-04-02,Tarjetas,Línea 12,0
2022-04-02,QR/Validación,Línea 1,0
2022-04-02,QR/Validación,Línea 2,0
2022-04-02,QR/Validación,Línea 3,0
2022-04-02,QR/Validación,Línea 4,0
2022-04-02,QR/Validación,Línea 5,0
2022-04-02,QR/Validación,Línea 6,0
2022-04-02,QR/Validación,Línea 7,0
2022-04-02,QR/Validación,Línea 8,0
2022-04-02,QR/Validación,Línea 9,10830
2022-04-02,QR/Validación,Línea A,0
2022-04-02,QR/Validación,Línea B,0
2022-04-02,QR/Validación,Línea 12,0
2022-04-03,Boletos,Línea 1,623325
2022-04-03,Boletos,Línea 2,553200
2022-04-03,Boletos,Línea 3,391135
2022-04-03,Boletos,Línea 4,78650
2022-04-03,Boletos,Línea 5,195250
2022-04-03,Boletos,Línea 6,73725
2022-04-03,Boletos,Línea 7,175575
2022-04-03,Boletos,Línea 8,286855
2022-04-03,Boletos,Línea 9,195050
2022-04-03,Boletos,Línea A,247650
2022-04-03,Boletos,Línea B,436540
2022-04-03,Boletos,Línea 12,0
2022-04-03,Recargas,Línea 1,849228
2022-04-03,Recargas,Línea 2,992636
2022-04-03,Recargas,Línea 3,806643.5
2022-04-03,Recargas,Línea 4,89641
2022-04-03,Recargas,Línea 5,271915
2022-04-03,Recargas,Línea 6,115218
2022-04-03,Recargas,Línea 7,369601.5
2022-04-03,Recargas,Línea 8,590483
2022-04-03,Recargas,Línea 9,434516
2022-04-03,Recargas,Línea A,387740
2022-04-03,Recargas,Línea B,696540
2022-04-03,Recargas,Línea 12,0
2022-04-03,Tarjetas,Línea 1,9300
2022-04-03,Tarjetas,Línea 2,9990
2022-04-03,Tarjetas,Línea 3,6435
2022-04-03,Tarjetas,Línea 4,435
2022-04-03,Tarjetas,Línea 5,2790
2022-04-03,Tarjetas,Línea 6,1170
2022-04-03,Tarjetas,Línea 7,3435
2022-04-03,Tarjetas,Línea 8,4620
2022-04-03,Tarjetas,Línea 9,2955
2022-04-03,Tarjetas,Línea A,2850
2022-04-03,Tarjetas,Línea B,5400
2022-04-03,Tarjetas,Línea 12,0
2022-04-03,QR/Validación,Línea 1,0
2022-04-03,QR/Validación,Línea 2,0
2022-04-03,QR/Validación,Línea 3,0
2022-04-03,QR/Validación,Línea 4,0
2022-04-03,QR/Validación,Línea 5,0
2022-04-03,QR/Validación,Línea 6,0
2022-04-03,QR/Validación,Línea 7,0
2022-04-03,QR/Validación,Línea 8,0
2022-04-03,QR/Validación,Línea 9,7250
2022-04-03,QR/Validación,Línea A,0
2022-04-03,QR/Validación,Línea B,0
2022-04-03,QR/Validación,Línea 12,0
2022-04-04,Boletos,Línea 1,893250
2022-04-04,Boletos,Línea 2,849875
2022-04-04,Boletos,Línea 3,705400
2022-04-04,Boletos,Línea 4,128325
2022-04-04,Boletos,Línea 5,300600
2022-04-04,Boletos,Línea 6,142385
2022-04-04,Boletos,Línea 7,317650
2022-04-04,Boletos,Línea 8,468450
2022-04-04,Boletos,Línea 9,342950
2022-04-04,Boletos,Línea A,425175
2022-04-04,Boletos,Línea B,646035
2022-04-04,Boletos,Línea 12,0
2022-04-04,Recargas,Línea 1,1575986.1
2022-04-04,Recargas,Línea 2,1883257.8
2022-04-04,Recargas,Línea 3,1822581.9
2022-04-04,Recargas,Línea 4,227179
2022-04-04,Recargas,Línea 5,570376.1
2022-04-04,Recargas,Línea 6,379886
2022-04-04,Recargas,Línea 7,927932.1
2022-04-04,Recargas,Línea 8,1236142.5
2022-04-04,Recargas,Línea 9,862023.1
2022-04-04,Recargas,Línea A,803820.3
2022-04-04,Recargas,Línea B,1303272.1
2022-04-04,Recargas,Línea 12,0
2022-04-04,Tarjetas,Línea 1,8520
2022-04-04,Tarjetas,Línea 2,9720
2022-04-04,Tarjetas,Línea 3,9705
2022-04-04,Tarjetas,Línea 4,930
2022-04-04,Tarjetas,Línea 5,3180
2022-04-04,Tarjetas,Línea 6,1995
2022-04-04,Tarjetas,Línea 7,4245
2022-04-04,Tarjetas,Línea 8,5325
2022-04-04,Tarjetas,Línea 9,4785
2022-04-04,Tarjetas,Línea A,3120
2022-04-04,Tarjetas,Línea B,6180
2022-04-04,Tarjetas,Línea 12,0
2022-04-04,QR/Validación,Línea 1,0
2022-04-04,QR/Validación,Línea 2,0
2022-04-04,QR/Validación,Línea 3,0
2022-04-04,QR/Validación,Línea 4,0
2022-04-04,QR/Validación,Línea 5,0
2022-04-04,QR/Validación,Línea 6,0
2022-04-04,QR/Validación,Línea 7,0
2022-04-04,QR/Validación,Línea 8,0
2022-04-04,QR/Validación,Línea 9,11720
2022-04-04,QR/Validación,Línea A,0
2022-04-04,QR/Validación,Línea B,0
2022-04-04,QR/Validación,Línea 12,0
2022-04-05,Boletos,Línea 1,787125
2022-04-05,Boletos,Línea 2,787275
2022-04-05,Boletos,Línea 3,630990
2022-04-05,Boletos,Línea 4,117450
2022-04-05,Boletos,Línea 5,273125
2022-04-05,Boletos,Línea 6,133190
2022-04-05,Boletos,Línea 7,306750
2022-04-05,Boletos,Línea 8,448350
2022-04-05,Boletos,Línea 9,302800
2022-04-05,Boletos,Línea A,383050
2022-04-05,Boletos,Línea B,567950
2022-04-05,Boletos,Línea 12,0
2022-04-05,Recargas,Línea 1,1023437.338
2022-04-05,Recargas,Línea 2,1271564.802
2022-04-05,Recargas,Línea 3,1339118.055
2022-04-05,Recargas,Línea 4,94495.14884
2022-04-05,Recargas,Línea 5,363160.4998
2022-04-05,Recargas,Línea 6,218355.4351
2022-04-05,Recargas,Línea 7,722471.9989
2022-04-05,Recargas,Línea 8,774781.1068
2022-04-05,Recargas,Línea 9,645519.0203
2022-04-05,Recargas,Línea A,595533.4563
2022-04-05,Recargas,Línea B,922492.1382
2022-04-05,Recargas,Línea 12,0
2022-04-05,Tarjetas,Línea 1,6930
2022-04-05,Tarjetas,Línea 2,9555
2022-04-05,Tarjetas,Línea 3,7080
2022-04-05,Tarjetas,Línea 4,615
2022-04-05,Tarjetas,Línea 5,1815
2022-04-05,Tarjetas,Línea 6,1320
2022-04-05,Tarjetas,Línea 7,3285
2022-04-05,Tarjetas,Línea 8,3735
2022-04-05,Tarjetas,Línea 9,2925
2022-04-05,Tarjetas,Línea A,2220
2022-04-05,Tarjetas,Línea B,3180
2022-04-05,Tarjetas,Línea 12,0
2022-04-05,QR/Validación,Línea 1,0
2022-04-05,QR/Validación,Línea 2,0
2022-04-05,QR/Validación,Línea 3,0
2022-04-05,QR/Validación,Línea 4,0
2022-04-05,QR/Validación,Línea 5,0
2022-04-05,QR/Validación,Línea 6,0
2022-04-05,QR/Validación,Línea 7,0
2022-04-05,QR/Validación,Línea 8,0
2022-04-05,QR/Validación,Línea 9,12740
2022-04-05,QR/Validación,Línea A,0
2022-04-05,QR/Validación,Línea B,0
2022-04-05,QR/Validación,Línea 12,0
2022-04-06,Boletos,Línea 1,838750
2022-04-06,Boletos,Línea 2,876125
2022-04-06,Boletos,Línea 3,672295
2022-04-06,Boletos,Línea 4,121175
2022-04-06,Boletos,Línea 5,273975
2022-04-06,Boletos,Línea 6,127890
